,region,value,device_type
46980,UT,12.0,android
46981,UT,7.0,ios
46982,UT,20.0,android
46983,UT,6.0,ios
46984,UT,10.0,android
46985,UT,7.0,ios
47010,UT,14.0,android
47011,UT,15.0,ios
47012,UT,11.0,android
47013,UT,23.0,ios
47014,UT,18.0,android
47015,UT,19.0,ios
47022,UT,42.0,android
47023,UT,27.0,ios
47024,UT,35.0,android
47025,UT,26.0,ios
47026,UT,37.0,android
47027,UT,26.0,ios
47114,UT,37.0,android
47115,UT,17.0,ios
47116,UT,33.0,android
47117,UT,13.0,ios
47118,UT,40.0,android
47119,UT,19.0,ios
47158,UT,14.0,android
47159,UT,23.0,ios
47160,UT,31.0,android
47161,UT,27.0,ios
47162,UT,29.0,android
47163,UT,25.0,ios
47164,UT,8.0,android
47165,UT,6.0,ios
47166,UT,14.0,android
47167,UT,6.0,ios
47168,UT,15.0,android
47169,UT,4.0,ios
47182,UT,37.0,android
47183,UT,42.0,ios
47184,UT,42.0,android
47185,UT,51.0,ios
47186,UT,24.0,android
47187,UT,32.0,ios
47188,GA,10.0,android
47189,GA,18.0,ios
47190,GA,5.0,android
47191,GA,9.0,ios
47192,GA,13.0,android
47193,GA,16.0,ios
47212,UT,16.0,android
47213,UT,15.0,ios
47214,UT,13.0,android
47215,UT,19.0,ios
47216,UT,12.0,android
47217,UT,22.0,ios
47222,UT,64.0,android
47223,UT,41.0,ios
47224,UT,53.0,android
47225,UT,40.0,ios
47226,UT,52.0,android
47227,UT,37.0,ios
47258,UT,38.0,android
47259,UT,29.0,ios
47260,UT,47.0,android
47261,UT,25.0,ios
47262,UT,54.0,android
47263,UT,33.0,ios
47313,UT,29.0,android
47314,UT,12.0,ios
47315,UT,22.0,android
47316,UT,5.0,ios
47317,UT,15.0,android
47318,UT,4.0,ios
47374,UT,4.0,android
47375,UT,4.0,ios
47502,UT,15.0,android
47503,UT,22.0,ios
47504,UT,14.0,android
47505,UT,20.0,ios
47506,UT,12.0,android
47507,UT,16.0,ios
47576,UT,38.0,android
47577,UT,31.0,ios
47578,UT,37.0,android
47579,UT,33.0,ios
47580,UT,39.0,android
47581,UT,34.0,ios
47646,UT,15.0,android
47647,UT,19.0,ios
47648,UT,16.0,android
47649,UT,13.0,ios
47650,UT,16.0,android
47651,UT,14.0,ios
47824,UT,20.0,android
47825,UT,13.0,ios
47826,UT,13.0,android
47827,UT,14.0,ios
47828,UT,14.0,android
47829,UT,12.0,ios
47898,UT,16.0,android
47899,UT,26.0,ios
47900,UT,25.0,android
47901,UT,26.0,ios
47902,UT,31.0,android
47903,UT,21.0,ios
47936,GA,8.0,android
47937,GA,12.0,ios
47938,GA,7.0,android
47939,GA,9.0,ios
47940,GA,7.0,android
47941,GA,4.0,ios
47958,UT,27.0,android
47959,UT,46.0,ios
47960,UT,29.0,android
47961,UT,37.0,ios
47962,UT,29.0,android
47963,UT,47.0,ios
48034,UT,26.0,android
48035,UT,26.0,ios
48036,UT,25.0,android
48037,UT,19.0,ios
48038,UT,22.0,android
48039,UT,19.0,ios
48040,UT,54.0,android
48041,UT,42.0,ios
48042,UT,53.0,android
48043,UT,34.0,ios
48044,UT,69.0,android
48045,UT,43.0,ios
48341,UT,21.0,android
48342,UT,21.0,ios
48343,UT,22.0,android
48344,UT,18.0,ios
48345,UT,19.0,android
48346,UT,26.0,ios
48407,UT,45.0,android
48408,UT,47.0,ios
48409,UT,47.0,android
48410,UT,35.0,ios
48411,UT,45.0,android
48412,UT,44.0,ios
48413,UT,37.0,android
48414,UT,18.0,ios
48415,UT,32.0,android
48416,UT,13.0,ios
48417,UT,25.0,android
48418,UT,7.0,ios
48449,UT,15.0,android
48450,UT,4.0,ios
48451,UT,16.0,android
48452,UT,12.0,ios
48453,UT,0.0,android
48454,UT,6.0,ios
48592,UT,34.0,android
48593,UT,41.0,ios
48594,UT,45.0,android
48595,UT,40.0,ios
48596,UT,37.0,android
48597,UT,31.0,ios
48662,UT,20.0,android
48663,UT,21.0,ios
48664,UT,31.0,android
48665,UT,30.0,ios
48666,UT,19.0,android
48667,UT,26.0,ios
48686,UT,32.0,android
48687,UT,42.0,ios
48688,UT,28.0,android
48689,UT,38.0,ios
48690,UT,23.0,android
48691,UT,26.0,ios
48783,UT,36.0,android
48784,UT,21.0,ios
48785,UT,28.0,android
48786,UT,18.0,ios
48787,UT,31.0,android
48788,UT,24.0,ios
48789,GA,4.0,android
48790,GA,0.0,ios
48791,GA,0.0,android
48792,GA,4.0,ios
48793,GA,6.0,android
48794,GA,4.0,ios
48828,UT,19.0,android
48829,UT,4.0,ios
48830,UT,15.0,android
48831,UT,4.0,ios
48832,UT,34.0,android
48833,UT,4.0,ios
48858,UT,24.0,android
48859,UT,33.0,ios
48860,UT,28.0,android
48861,UT,42.0,ios
48862,UT,22.0,android
48863,UT,29.0,ios
48923,UT,48.0,android
48924,UT,52.0,ios
48925,UT,36.0,android
48926,UT,62.0,ios
48927,UT,17.0,android
48928,UT,26.0,ios
48942,UT,9.0,android
48943,UT,23.0,ios
48944,UT,17.0,android
48945,UT,31.0,ios
48946,UT,15.0,android
48947,UT,21.0,ios
48990,UT,71.0,android
48991,UT,45.0,ios
48992,UT,63.0,android
48993,UT,41.0,ios
48994,UT,53.0,android
48995,UT,39.0,ios
49014,UT,15.0,android
49015,UT,5.0,ios
49016,UT,12.0,android
49017,UT,4.0,ios
49018,UT,13.0,android
49019,UT,8.0,ios
49115,UT,32.0,android
49116,UT,32.0,ios
49117,UT,32.0,android
49118,UT,25.0,ios
49119,UT,28.0,android
49120,UT,30.0,ios
49179,UT,16.0,android
49180,UT,11.0,ios
49181,UT,12.0,android
49182,UT,11.0,ios
49183,UT,9.0,android
49184,UT,7.0,ios
49235,UT,0.0,android
49236,UT,0.0,ios
49237,UT,0.0,android
49238,UT,4.0,ios
49239,UT,4.0,android
49240,UT,0.0,ios
49247,UT,23.0,android
49248,UT,18.0,ios
49249,UT,11.0,android
49250,UT,22.0,ios
49251,UT,20.0,android
49252,UT,9.0,ios
49302,UT,38.0,android
49303,UT,31.0,ios
49304,UT,26.0,android
49305,UT,40.0,ios
49306,UT,32.0,android
49307,UT,28.0,ios
49593,UT,8.0,android
49594,UT,20.0,ios
49595,UT,8.0,android
49596,UT,16.0,ios
49597,UT,6.0,android
49598,UT,25.0,ios
49645,UT,19.0,android
49646,UT,6.0,ios
49647,UT,18.0,android
49648,UT,8.0,ios
49649,UT,16.0,android
49650,UT,12.0,ios
49723,UT,,
49813,UT,22.0,android
49814,UT,24.0,ios
49815,UT,26.0,android
49816,UT,29.0,ios
49817,UT,32.0,android
49818,UT,28.0,ios
49867,UT,30.0,android
49868,UT,20.0,ios
49869,UT,18.0,android
49870,UT,17.0,ios
49871,UT,29.0,android
49872,UT,16.0,ios
50046,UT,43.0,android
50047,UT,14.0,ios
50048,UT,29.0,android
50049,UT,18.0,ios
50050,UT,26.0,android
50051,UT,19.0,ios
50151,UT,33.0,android
50152,UT,51.0,ios
50153,UT,39.0,android
50154,UT,32.0,ios
50155,UT,33.0,android
50156,UT,42.0,ios
50248,UT,47.0,android
50249,UT,59.0,ios
50250,UT,26.0,android
50251,UT,42.0,ios
50252,UT,15.0,android
50253,UT,39.0,ios
50336,UT,28.0,android
50337,UT,11.0,ios
50338,UT,23.0,android
50339,UT,9.0,ios
50340,UT,26.0,android
50341,UT,14.0,ios
50374,UT,21.0,android
50375,UT,20.0,ios
50376,UT,21.0,android
50377,UT,23.0,ios
50378,UT,53.0,android
50379,UT,48.0,ios
50569,UT,10.0,android
50570,UT,15.0,ios
50571,UT,8.0,android
50572,UT,18.0,ios
50573,UT,9.0,android
50574,UT,19.0,ios
50716,UT,10.0,android
50717,UT,10.0,ios
50718,UT,5.0,android
50719,UT,0.0,ios
50720,UT,4.0,android
50721,UT,13.0,ios
50809,GA,14.0,android
50810,GA,24.0,ios
50811,GA,11.0,android
50812,GA,21.0,ios
50813,GA,13.0,android
50814,GA,12.0,ios
50815,UT,0.0,android
50816,UT,0.0,ios
50817,UT,0.0,android
50818,UT,4.0,ios
50819,UT,0.0,android
50820,UT,5.0,ios
50846,UT,22.0,android
50847,UT,30.0,ios
50848,UT,41.0,android
50849,UT,33.0,ios
50850,UT,27.0,android
50851,UT,26.0,ios
50948,GA,8.0,android
50949,GA,4.0,ios
50950,GA,5.0,android
50951,GA,4.0,ios
50952,GA,6.0,android
50953,GA,4.0,ios
51062,UT,55.0,android
51063,UT,37.0,ios
51064,UT,67.0,android
51065,UT,33.0,ios
51066,UT,59.0,android
51067,UT,41.0,ios
51080,UT,29.0,android
51081,UT,18.0,ios
51082,UT,27.0,android
51083,UT,21.0,ios
51084,UT,35.0,android
51085,UT,37.0,ios
51088,UT,16.0,android
51089,UT,19.0,ios
51090,UT,20.0,android
51091,UT,18.0,ios
51092,UT,24.0,android
51093,UT,6.0,ios
51184,UT,8.0,android
51185,UT,12.0,ios
51186,UT,12.0,android
51187,UT,18.0,ios
51188,UT,8.0,android
51189,UT,7.0,ios
51250,UT,78.0,android
51251,UT,90.0,ios
51252,UT,59.0,android
51253,UT,65.0,ios
51254,UT,54.0,android
51255,UT,59.0,ios
51413,UT,32.0,android
51414,UT,25.0,ios
51415,UT,35.0,android
51416,UT,23.0,ios
51417,UT,36.0,android
51418,UT,27.0,ios
51511,UT,23.0,android
51512,UT,14.0,ios
51513,UT,15.0,android
51514,UT,20.0,ios
51515,UT,28.0,android
51516,UT,24.0,ios
51568,UT,11.0,android
51569,UT,18.0,ios
51570,UT,5.0,android
51571,UT,21.0,ios
51572,UT,20.0,android
51573,UT,25.0,ios
51586,UT,4.0,android
51587,UT,0.0,ios
51588,UT,0.0,android
51589,UT,0.0,ios
51607,UT,10.0,android
51608,UT,10.0,ios
51609,UT,8.0,android
51610,UT,13.0,ios
51611,UT,10.0,android
51612,UT,19.0,ios
51656,UT,7.0,android
51657,UT,7.0,ios
51658,UT,4.0,android
51659,UT,4.0,ios
51660,UT,0.0,android
51661,UT,6.0,ios
51731,UT,24.0,android
51732,UT,21.0,ios
51733,UT,35.0,android
51734,UT,26.0,ios
51735,UT,34.0,android
51736,UT,26.0,ios
51850,UT,17.0,android
51851,UT,15.0,ios
51852,UT,10.0,android
51853,UT,9.0,ios
51854,UT,28.0,android
51855,UT,14.0,ios
51904,GA,4.0,android
51905,GA,5.0,ios
51906,GA,4.0,android
51907,GA,6.0,ios
51908,GA,5.0,android
51909,GA,6.0,ios
51952,UT,8.0,android
51953,UT,4.0,ios
51954,UT,8.0,android
51955,UT,0.0,ios
51956,UT,5.0,android
51957,UT,6.0,ios
52008,UT,69.0,android
52009,UT,58.0,ios
52010,UT,33.0,android
52011,UT,15.0,ios
52012,UT,65.0,android
52013,UT,39.0,ios
52181,UT,35.0,android
52182,UT,12.0,ios
52183,UT,38.0,android
52184,UT,7.0,ios
52185,UT,44.0,android
52186,UT,22.0,ios
52211,UT,,
52220,UT,54.0,android
52221,UT,21.0,ios
52222,UT,72.0,android
52223,UT,21.0,ios
52224,UT,91.0,android
52225,UT,29.0,ios
52243,UT,49.0,android
52244,UT,23.0,ios
52245,UT,44.0,android
52246,UT,30.0,ios
52247,UT,34.0,android
52248,UT,35.0,ios
52429,GA,34.0,android
52430,GA,18.0,ios
52431,GA,20.0,android
52432,GA,11.0,ios
52433,GA,13.0,android
52434,GA,5.0,ios
52529,UT,28.0,android
52530,UT,26.0,ios
52531,UT,49.0,android
52532,UT,41.0,ios
52533,UT,45.0,android
52534,UT,32.0,ios
52547,UT,,
52608,UT,22.0,android
52609,UT,10.0,ios
52610,UT,44.0,android
52611,UT,15.0,ios
52612,UT,28.0,android
52613,UT,16.0,ios
52660,UT,25.0,android
52661,UT,22.0,ios
52662,UT,26.0,android
52663,UT,20.0,ios
52664,UT,34.0,android
52665,UT,27.0,ios
52827,UT,21.0,android
52828,UT,21.0,ios
52829,UT,19.0,android
52830,UT,15.0,ios
52831,UT,20.0,android
52832,UT,14.0,ios
52857,UT,4.0,android
52858,UT,0.0,ios
52859,UT,4.0,android
52860,UT,4.0,ios
52861,UT,5.0,android
52862,UT,11.0,ios
52881,UT,47.0,android
52882,UT,27.0,ios
52883,UT,49.0,android
52884,UT,37.0,ios
52885,UT,49.0,android
52886,UT,41.0,ios
52925,UT,42.0,android
52926,UT,23.0,ios
52927,UT,23.0,android
52928,UT,14.0,ios
52929,UT,26.0,android
52930,UT,26.0,ios
53007,UT,0.0,android
53008,UT,0.0,ios
53009,UT,4.0,android
53010,UT,4.0,ios
53011,UT,4.0,android
53012,UT,4.0,ios
53099,UT,33.0,android
53100,UT,22.0,ios
53101,UT,29.0,android
53102,UT,21.0,ios
53103,UT,22.0,android
53104,UT,28.0,ios
53129,UT,82.0,android
53130,UT,61.0,ios
53131,UT,53.0,android
53132,UT,30.0,ios
53133,UT,54.0,android
53134,UT,45.0,ios
53191,UT,37.0,android
53192,UT,34.0,ios
53193,UT,37.0,android
53194,UT,32.0,ios
53195,UT,31.0,android
53196,UT,23.0,ios
53227,UT,25.0,android
53228,UT,17.0,ios
53229,UT,36.0,android
53230,UT,27.0,ios
53231,UT,42.0,android
53232,UT,35.0,ios
53258,UT,30.0,android
53259,UT,14.0,ios
53260,UT,27.0,android
53261,UT,22.0,ios
53262,UT,26.0,android
53263,UT,23.0,ios
53337,UT,8.0,android
53338,UT,0.0,ios
53339,UT,6.0,android
53340,UT,0.0,ios
53341,UT,4.0,android
53342,UT,0.0,ios
53540,UT,17.0,android
53541,UT,10.0,ios
53542,UT,20.0,android
53543,UT,12.0,ios
53544,UT,18.0,android
53545,UT,4.0,ios
53546,UT,43.0,android
53547,UT,36.0,ios
53548,UT,48.0,android
53549,UT,42.0,ios
53550,UT,44.0,android
53551,UT,36.0,ios
53625,UT,0.0,android
53626,UT,0.0,ios
53627,UT,4.0,android
53628,UT,0.0,ios
53629,UT,0.0,android
53630,UT,0.0,ios
53661,UT,50.0,android
53662,UT,56.0,ios
53663,UT,45.0,android
53664,UT,59.0,ios
53665,UT,31.0,android
53666,UT,78.0,ios
53885,UT,38.0,android
53886,UT,36.0,ios
53887,UT,58.0,android
53888,UT,33.0,ios
53889,UT,32.0,android
53890,UT,25.0,ios
53909,UT,46.0,android
53910,UT,35.0,ios
53911,UT,37.0,android
53912,UT,20.0,ios
53913,UT,41.0,android
53914,UT,27.0,ios
53955,UT,19.0,android
53956,UT,14.0,ios
53957,UT,22.0,android
53958,UT,22.0,ios
53959,UT,24.0,android
53960,UT,20.0,ios
53985,UT,13.0,android
53986,UT,34.0,ios
53987,UT,11.0,android
53988,UT,7.0,ios
53989,UT,14.0,android
53990,UT,30.0,ios
54105,UT,64.0,android
54106,UT,65.0,ios
54107,UT,57.0,android
54108,UT,72.0,ios
54109,UT,38.0,android
54110,UT,61.0,ios
54723,UT,25.0,android
54724,UT,17.0,ios
54725,UT,27.0,android
54726,UT,18.0,ios
54727,UT,23.0,android
54728,UT,19.0,ios
54799,UT,51.0,android
54800,UT,32.0,ios
54801,UT,59.0,android
54802,UT,27.0,ios
54803,UT,50.0,android
54804,UT,22.0,ios
54805,UT,0.0,android
54806,UT,6.0,ios
54807,UT,6.0,android
54808,UT,0.0,ios
54851,UT,18.0,android
54852,UT,25.0,ios
54853,UT,20.0,android
54854,UT,21.0,ios
54855,UT,0.0,android
54856,UT,0.0,ios
54933,GA,36.0,android
54934,GA,49.0,ios
54935,GA,39.0,android
54936,GA,58.0,ios
54937,GA,52.0,android
54938,GA,74.0,ios
54951,UT,52.0,android
54952,UT,25.0,ios
54953,UT,46.0,android
54954,UT,21.0,ios
54955,UT,58.0,android
54956,UT,31.0,ios
54970,UT,23.0,android
54971,UT,13.0,ios
54972,UT,17.0,android
54973,UT,13.0,ios
54974,UT,26.0,android
54975,UT,17.0,ios
55167,GA,15.0,android
55168,GA,4.0,ios
55169,GA,10.0,android
55170,GA,8.0,ios
55171,GA,4.0,android
55172,GA,5.0,ios
55226,UT,30.0,android
55227,UT,40.0,ios
55228,UT,40.0,android
55229,UT,38.0,ios
55230,UT,25.0,android
55231,UT,30.0,ios
55333,UT,33.0,android
55334,UT,26.0,ios
55335,UT,24.0,android
55336,UT,25.0,ios
55337,UT,25.0,android
55338,UT,25.0,ios
55386,UT,49.0,android
55387,UT,49.0,ios
55388,UT,38.0,android
55389,UT,47.0,ios
55390,UT,48.0,android
55391,UT,59.0,ios
55562,UT,20.0,android
55563,UT,10.0,ios
55564,UT,20.0,android
55565,UT,12.0,ios
55566,UT,20.0,android
55567,UT,12.0,ios
55637,UT,41.0,android
55638,UT,23.0,ios
55639,UT,46.0,android
55640,UT,20.0,ios
55641,UT,47.0,android
55642,UT,18.0,ios
55649,UT,18.0,android
55650,UT,18.0,ios
55651,UT,33.0,android
55652,UT,23.0,ios
55653,UT,23.0,android
55654,UT,19.0,ios
55656,UT,42.0,android
55657,UT,9.0,ios
55658,UT,33.0,android
55659,UT,14.0,ios
55660,UT,31.0,android
55661,UT,20.0,ios
55723,UT,34.0,android
55724,UT,25.0,ios
55725,UT,20.0,android
55726,UT,35.0,ios
55727,UT,22.0,android
55728,UT,32.0,ios
55792,UT,16.0,android
55793,UT,30.0,ios
55794,UT,20.0,android
55795,UT,22.0,ios
55796,UT,25.0,android
55797,UT,36.0,ios
56000,UT,27.0,android
56001,UT,21.0,ios
56002,UT,28.0,android
56003,UT,20.0,ios
56004,UT,19.0,android
56005,UT,29.0,ios
56053,UT,34.0,android
56054,UT,35.0,ios
56055,UT,32.0,android
56056,UT,30.0,ios
56057,UT,37.0,android
56058,UT,41.0,ios
56189,UT,10.0,android
56190,UT,0.0,ios
56191,UT,4.0,android
56192,UT,4.0,ios
56193,UT,4.0,android
56194,UT,9.0,ios
56288,UT,25.0,android
56289,UT,22.0,ios
56290,UT,36.0,android
56291,UT,28.0,ios
56292,UT,32.0,android
56293,UT,23.0,ios
56312,UT,80.0,android
56313,UT,40.0,ios
56314,UT,71.0,android
56315,UT,36.0,ios
56316,UT,62.0,android
56317,UT,35.0,ios
56373,UT,16.0,android
56374,UT,20.0,ios
56375,UT,23.0,android
56376,UT,30.0,ios
56377,UT,11.0,android
56378,UT,29.0,ios
56473,UT,43.0,android
56474,UT,17.0,ios
56475,UT,46.0,android
56476,UT,25.0,ios
56477,UT,44.0,android
56478,UT,18.0,ios
56540,UT,30.0,android
56541,UT,24.0,ios
56542,UT,32.0,android
56543,UT,20.0,ios
56544,UT,29.0,android
56545,UT,33.0,ios
56816,UT,86.0,android
56817,UT,88.0,ios
56818,UT,64.0,android
56819,UT,127.0,ios
56820,UT,60.0,android
56821,UT,80.0,ios
56859,UT,10.0,android
56860,UT,4.0,ios
56861,UT,7.0,android
56862,UT,4.0,ios
56863,UT,9.0,android
56864,UT,4.0,ios
56925,UT,10.0,android
56926,UT,6.0,ios
56927,UT,10.0,android
56928,UT,7.0,ios
56929,UT,24.0,android
56930,UT,8.0,ios
57009,UT,32.0,android
57010,UT,36.0,ios
57011,UT,33.0,android
57012,UT,44.0,ios
57013,UT,36.0,android
57014,UT,33.0,ios
57041,UT,30.0,android
57042,UT,36.0,ios
57043,UT,28.0,android
57044,UT,47.0,ios
57045,UT,17.0,android
57046,UT,37.0,ios
57069,UT,18.0,android
57070,UT,8.0,ios
57071,UT,18.0,android
57072,UT,10.0,ios
57073,UT,11.0,android
57074,UT,6.0,ios
57150,UT,44.0,android
57151,UT,27.0,ios
57152,UT,44.0,android
57153,UT,24.0,ios
57154,UT,43.0,android
57155,UT,16.0,ios
57401,UT,42.0,android
57402,UT,33.0,ios
57403,UT,27.0,android
57404,UT,44.0,ios
57405,UT,31.0,android
57406,UT,35.0,ios
57407,UT,52.0,android
57408,UT,31.0,ios
57409,UT,69.0,android
57410,UT,39.0,ios
57411,UT,36.0,android
57412,UT,29.0,ios
57499,UT,4.0,android
57500,UT,0.0,ios
57501,UT,4.0,android
57502,UT,0.0,ios
57503,UT,0.0,android
57504,UT,4.0,ios
57511,UT,9.0,android
57512,UT,4.0,ios
57513,UT,8.0,android
57514,UT,4.0,ios
57515,UT,8.0,android
57516,UT,9.0,ios
57562,UT,40.0,android
57563,UT,31.0,ios
57564,UT,35.0,android
57565,UT,40.0,ios
57566,UT,55.0,android
57567,UT,36.0,ios
57604,UT,26.0,android
57605,UT,47.0,ios
57606,UT,32.0,android
57607,UT,42.0,ios
57608,UT,34.0,android
57609,UT,38.0,ios
57628,UT,0.0,android
57629,UT,6.0,ios
57630,UT,6.0,android
57631,UT,5.0,ios
57632,UT,0.0,android
57633,UT,10.0,ios
57680,UT,19.0,android
57681,UT,12.0,ios
57682,UT,11.0,android
57683,UT,6.0,ios
57684,UT,15.0,android
57685,UT,12.0,ios
57732,UT,41.0,android
57733,UT,24.0,ios
57734,UT,47.0,android
57735,UT,22.0,ios
57736,UT,62.0,android
57737,UT,26.0,ios
57756,UT,50.0,android
57757,UT,37.0,ios
57758,UT,63.0,android
57759,UT,32.0,ios
57760,UT,72.0,android
57761,UT,53.0,ios
57768,UT,0.0,android
57769,UT,4.0,ios
57823,UT,31.0,android
57824,UT,11.0,ios
57825,UT,23.0,android
57826,UT,11.0,ios
57827,UT,46.0,android
57828,UT,23.0,ios
57841,GA,19.0,android
57842,GA,19.0,ios
57843,GA,23.0,android
57844,GA,19.0,ios
57845,GA,14.0,android
57846,GA,23.0,ios
57914,UT,20.0,android
57915,UT,7.0,ios
57916,UT,15.0,android
57917,UT,13.0,ios
57918,UT,13.0,android
57919,UT,9.0,ios
58007,UT,8.0,android
58008,UT,0.0,ios
58009,UT,7.0,android
58010,UT,4.0,ios
58011,UT,10.0,android
58012,UT,4.0,ios
58117,UT,31.0,android
58118,UT,31.0,ios
58119,UT,32.0,android
58120,UT,33.0,ios
58121,UT,32.0,android
58122,UT,28.0,ios
58205,UT,43.0,android
58206,UT,23.0,ios
58207,UT,61.0,android
58208,UT,37.0,ios
58209,UT,43.0,android
58210,UT,28.0,ios
58279,UT,0.0,android
58280,UT,6.0,ios
58281,UT,5.0,android
58282,UT,9.0,ios
58283,UT,0.0,android
58284,UT,4.0,ios
58530,UT,54.0,android
58531,UT,17.0,ios
58532,UT,34.0,android
58533,UT,17.0,ios
58534,UT,32.0,android
58535,UT,20.0,ios
58622,UT,5.0,android
58623,UT,9.0,ios
58624,UT,4.0,android
58625,UT,7.0,ios
58626,UT,13.0,android
58627,UT,9.0,ios
58802,GA,12.0,android
58803,GA,21.0,ios
58804,GA,10.0,android
58805,GA,26.0,ios
58806,GA,15.0,android
58807,GA,23.0,ios
58970,UT,18.0,android
58971,UT,11.0,ios
58972,UT,18.0,android
58973,UT,27.0,ios
58974,UT,15.0,android
58975,UT,7.0,ios
58984,UT,14.0,android
58985,UT,14.0,ios
58986,UT,25.0,android
58987,UT,28.0,ios
58988,UT,14.0,android
58989,UT,29.0,ios
58996,UT,26.0,android
58997,UT,17.0,ios
58998,UT,22.0,android
58999,UT,14.0,ios
59000,UT,21.0,android
59001,UT,14.0,ios
59064,GA,5.0,android
59065,GA,9.0,ios
59066,GA,11.0,android
59067,GA,7.0,ios
59068,GA,9.0,android
59069,GA,15.0,ios
59157,UT,8.0,android
59158,UT,8.0,ios
59159,UT,12.0,android
59160,UT,11.0,ios
59161,UT,44.0,android
59162,UT,29.0,ios
59219,GA,0.0,android
59220,GA,10.0,ios
59221,GA,4.0,android
59222,GA,10.0,ios
59223,GA,4.0,android
59224,GA,11.0,ios
59243,UT,31.0,android
59244,UT,14.0,ios
59245,UT,27.0,android
59246,UT,15.0,ios
59247,UT,30.0,android
59248,UT,16.0,ios
59317,UT,29.0,android
59318,UT,22.0,ios
59319,UT,27.0,android
59320,UT,20.0,ios
59321,UT,34.0,android
59322,UT,31.0,ios
59347,UT,12.0,android
59348,UT,25.0,ios
59349,UT,26.0,android
59350,UT,28.0,ios
59351,UT,27.0,android
59352,UT,32.0,ios
59448,GA,0.0,android
59449,GA,0.0,ios
59450,GA,4.0,android
59451,GA,0.0,ios
59452,GA,4.0,android
59453,GA,4.0,ios
59472,UT,14.0,android
59473,UT,5.0,ios
59474,UT,9.0,android
59475,UT,0.0,ios
59476,UT,4.0,android
59477,UT,8.0,ios
59484,UT,5.0,android
59485,UT,5.0,ios
59486,UT,17.0,android
59487,UT,4.0,ios
59488,UT,4.0,android
59489,UT,10.0,ios
59502,GA,,
59509,UT,30.0,android
59510,UT,36.0,ios
59511,UT,48.0,android
59512,UT,32.0,ios
59513,UT,29.0,android
59514,UT,29.0,ios
59633,UT,31.0,android
59634,UT,30.0,ios
59635,UT,33.0,android
59636,UT,39.0,ios
59637,UT,39.0,android
59638,UT,42.0,ios
59699,GA,4.0,android
59700,GA,0.0,ios
59701,GA,0.0,android
59702,GA,0.0,ios
59703,GA,6.0,android
59704,GA,5.0,ios
59717,UT,16.0,android
59718,UT,24.0,ios
59719,UT,16.0,android
59720,UT,10.0,ios
59721,UT,9.0,android
59722,UT,9.0,ios
59896,UT,34.0,android
59897,UT,19.0,ios
59898,UT,26.0,android
59899,UT,24.0,ios
59900,UT,32.0,android
59901,UT,28.0,ios
59930,GA,36.0,android
59931,GA,38.0,ios
59932,GA,31.0,android
59933,GA,34.0,ios
59934,GA,18.0,android
59935,GA,38.0,ios
59942,UT,48.0,android
59943,UT,28.0,ios
59944,UT,34.0,android
59945,UT,21.0,ios
59946,UT,41.0,android
59947,UT,22.0,ios
59993,UT,19.0,android
59994,UT,6.0,ios
59995,UT,27.0,android
59996,UT,23.0,ios
59997,UT,28.0,android
59998,UT,5.0,ios
60011,UT,12.0,android
60012,UT,24.0,ios
60013,UT,20.0,android
60014,UT,27.0,ios
60015,UT,16.0,android
60016,UT,21.0,ios
60145,UT,20.0,android
60146,UT,28.0,ios
60147,UT,15.0,android
60148,UT,30.0,ios
60149,UT,4.0,android
60150,UT,17.0,ios
60157,UT,34.0,android
60158,UT,40.0,ios
60159,UT,34.0,android
60160,UT,56.0,ios
60161,UT,36.0,android
60162,UT,32.0,ios
60226,UT,37.0,android
60227,UT,34.0,ios
60228,UT,24.0,android
60229,UT,26.0,ios
60230,UT,16.0,android
60231,UT,16.0,ios
60305,UT,46.0,android
60306,UT,22.0,ios
60307,UT,62.0,android
60308,UT,30.0,ios
60309,UT,44.0,android
60310,UT,30.0,ios
60316,UT,27.0,android
60317,UT,18.0,ios
60318,UT,28.0,android
60319,UT,20.0,ios
60320,UT,21.0,android
60321,UT,24.0,ios
60346,UT,29.0,android
60347,UT,15.0,ios
60348,UT,32.0,android
60349,UT,19.0,ios
60350,UT,29.0,android
60351,UT,27.0,ios
60459,UT,4.0,android
60460,UT,4.0,ios
60461,UT,7.0,android
60462,UT,0.0,ios
60463,UT,4.0,android
60464,UT,13.0,ios
60591,UT,26.0,android
60592,UT,10.0,ios
60593,UT,29.0,android
60594,UT,12.0,ios
60595,UT,21.0,android
60596,UT,11.0,ios
60603,UT,47.0,android
60604,UT,26.0,ios
60605,UT,42.0,android
60606,UT,22.0,ios
60607,UT,39.0,android
60608,UT,28.0,ios
60613,UT,38.0,android
60614,UT,33.0,ios
60615,UT,37.0,android
60616,UT,39.0,ios
60617,UT,38.0,android
60618,UT,31.0,ios
60619,GA,0.0,android
60620,GA,0.0,ios
60621,GA,4.0,android
60622,GA,12.0,ios
60788,UT,45.0,android
60789,UT,34.0,ios
60790,UT,45.0,android
60791,UT,32.0,ios
60792,UT,41.0,android
60793,UT,38.0,ios
60824,UT,25.0,android
60825,UT,11.0,ios
60826,UT,14.0,android
60827,UT,10.0,ios
60828,UT,15.0,android
60829,UT,19.0,ios
60831,UT,13.0,android
60832,UT,15.0,ios
60833,UT,10.0,android
60834,UT,13.0,ios
60835,UT,5.0,android
60836,UT,5.0,ios
60910,UT,5.0,android
60911,UT,6.0,ios
