,region,value,device_type
201202,UT,22.0,ios
201203,UT,30.0,android
201204,UT,25.0,ios
201205,UT,20.0,android
201206,UT,28.0,ios
201280,UT,11.0,android
201281,UT,21.0,ios
201282,UT,31.0,android
201283,UT,22.0,ios
201284,UT,15.0,android
201285,UT,22.0,ios
201380,UT,0.0,android
201381,UT,0.0,ios
201382,UT,4.0,android
201383,UT,0.0,ios
201384,UT,0.0,android
201385,UT,4.0,ios
201393,UT,40.0,android
201394,UT,17.0,ios
201395,UT,34.0,android
201396,UT,13.0,ios
201397,UT,37.0,android
201398,UT,16.0,ios
201411,UT,70.0,android
201412,UT,63.0,ios
201413,UT,87.0,android
201414,UT,61.0,ios
201415,UT,91.0,android
201416,UT,69.0,ios
201430,UT,9.0,android
201431,UT,10.0,ios
201432,UT,8.0,android
201433,UT,7.0,ios
201434,UT,6.0,android
201435,UT,20.0,ios
201436,GA,0.0,android
201437,GA,13.0,ios
201438,GA,5.0,android
201439,GA,10.0,ios
201440,GA,0.0,android
201441,GA,10.0,ios
201533,GA,31.0,android
201534,GA,30.0,ios
201535,GA,38.0,android
201536,GA,42.0,ios
201537,GA,37.0,android
201538,GA,34.0,ios
201811,UT,21.0,android
201812,UT,33.0,ios
201813,UT,21.0,android
201814,UT,40.0,ios
201815,UT,32.0,android
201816,UT,28.0,ios
201831,UT,19.0,android
201832,UT,18.0,ios
201833,UT,11.0,android
201834,UT,20.0,ios
201835,UT,17.0,android
201836,UT,24.0,ios
201855,GA,,
201908,UT,68.0,android
201909,UT,30.0,ios
201910,UT,80.0,android
201911,UT,50.0,ios
201912,UT,67.0,android
201913,UT,41.0,ios
202010,UT,4.0,android
202011,UT,0.0,ios
202012,UT,4.0,android
202013,UT,0.0,ios
202014,UT,4.0,android
202015,UT,0.0,ios
202028,UT,0.0,android
202029,UT,0.0,ios
202032,UT,14.0,android
202033,UT,18.0,ios
202034,UT,18.0,android
202035,UT,18.0,ios
202036,UT,14.0,android
202037,UT,12.0,ios
202123,UT,,
202249,UT,32.0,android
202250,UT,27.0,ios
202251,UT,34.0,android
202252,UT,16.0,ios
202253,UT,29.0,android
202254,UT,11.0,ios
202255,UT,16.0,android
202256,UT,13.0,ios
202257,UT,10.0,android
202258,UT,6.0,ios
202259,UT,13.0,android
202260,UT,10.0,ios
202273,UT,11.0,android
202274,UT,4.0,ios
202275,UT,9.0,android
202276,UT,0.0,ios
202277,UT,12.0,android
202278,UT,10.0,ios
202357,UT,4.0,android
202358,UT,0.0,ios
202359,UT,0.0,android
202360,UT,0.0,ios
202361,UT,0.0,android
202362,UT,4.0,ios
202375,UT,9.0,android
202376,UT,13.0,ios
202377,UT,11.0,android
202378,UT,20.0,ios
202379,UT,12.0,android
202380,UT,10.0,ios
202535,UT,4.0,android
202536,UT,0.0,ios
202537,UT,55.0,android
202538,UT,51.0,ios
202565,UT,15.0,android
202566,UT,5.0,ios
202567,UT,11.0,android
202568,UT,7.0,ios
202569,UT,25.0,android
202570,UT,13.0,ios
202581,UT,38.0,android
202582,UT,30.0,ios
202583,UT,43.0,android
202584,UT,38.0,ios
202585,UT,28.0,android
202586,UT,34.0,ios
202639,UT,4.0,android
202640,UT,0.0,ios
202641,UT,4.0,android
202642,UT,4.0,ios
202643,UT,4.0,android
202644,UT,5.0,ios
202719,UT,7.0,android
202720,UT,12.0,ios
202721,UT,19.0,android
202722,UT,6.0,ios
202723,UT,16.0,android
202724,UT,4.0,ios
202929,GA,40.0,android
202930,GA,36.0,ios
202931,GA,35.0,android
202932,GA,30.0,ios
202933,GA,37.0,android
202934,GA,49.0,ios
202963,UT,25.0,android
202964,UT,17.0,ios
202965,UT,29.0,android
202966,UT,11.0,ios
202967,UT,17.0,android
202968,UT,14.0,ios
202977,UT,24.0,android
202978,UT,10.0,ios
202979,UT,12.0,android
202980,UT,6.0,ios
202981,UT,9.0,android
202982,UT,6.0,ios
203013,UT,20.0,android
203014,UT,12.0,ios
203015,UT,16.0,android
203016,UT,10.0,ios
203017,UT,18.0,android
203018,UT,20.0,ios
203042,UT,34.0,android
203043,UT,35.0,ios
203044,UT,38.0,android
203045,UT,35.0,ios
203046,UT,16.0,android
203047,UT,16.0,ios
203078,UT,25.0,android
203079,UT,23.0,ios
203080,UT,15.0,android
203081,UT,20.0,ios
203082,UT,17.0,android
203083,UT,21.0,ios
203122,UT,16.0,android
203123,UT,16.0,ios
203124,UT,25.0,android
203125,UT,22.0,ios
203126,UT,19.0,android
203127,UT,23.0,ios
203141,UT,,
203161,UT,44.0,android
203162,UT,39.0,ios
203163,UT,20.0,android
203164,UT,42.0,ios
203165,UT,26.0,android
203166,UT,20.0,ios
203295,UT,4.0,android
203296,UT,4.0,ios
203297,UT,4.0,android
203298,UT,4.0,ios
203299,UT,0.0,android
203300,UT,0.0,ios
203301,UT,5.0,android
203302,UT,38.0,ios
203303,UT,7.0,android
203304,UT,32.0,ios
203305,UT,15.0,android
203306,UT,27.0,ios
203460,UT,9.0,android
203461,UT,13.0,ios
203462,UT,7.0,android
203463,UT,4.0,ios
203464,UT,7.0,android
203465,UT,7.0,ios
203520,UT,132.0,android
203521,UT,76.0,ios
203522,UT,60.0,android
203523,UT,77.0,ios
203524,UT,45.0,android
203525,UT,51.0,ios
203526,UT,21.0,android
203527,UT,6.0,ios
203528,UT,21.0,android
203529,UT,25.0,ios
203530,UT,26.0,android
203531,UT,26.0,ios
203575,UT,10.0,android
203576,UT,15.0,ios
203577,UT,8.0,android
203578,UT,10.0,ios
203579,UT,0.0,android
203580,UT,16.0,ios
203843,UT,0.0,android
203844,UT,4.0,ios
203845,UT,0.0,android
203846,UT,0.0,ios
203859,UT,128.0,android
203860,UT,117.0,ios
203861,UT,235.0,android
203862,UT,186.0,ios
203863,UT,212.0,android
203864,UT,280.0,ios
204036,UT,21.0,android
204037,UT,30.0,ios
204038,UT,30.0,android
204039,UT,46.0,ios
204040,UT,56.0,android
204041,UT,43.0,ios
204044,UT,7.0,android
204045,UT,8.0,ios
204046,UT,4.0,android
204047,UT,4.0,ios
204048,UT,4.0,android
204049,UT,8.0,ios
204050,UT,36.0,android
204051,UT,20.0,ios
204052,UT,28.0,android
204053,UT,24.0,ios
204054,UT,31.0,android
204055,UT,18.0,ios
204062,UT,24.0,android
204063,UT,15.0,ios
204064,UT,32.0,android
204065,UT,15.0,ios
204066,UT,26.0,android
204067,UT,19.0,ios
204207,UT,27.0,android
204208,UT,15.0,ios
204209,UT,17.0,android
204210,UT,21.0,ios
204211,UT,15.0,android
204212,UT,21.0,ios
204404,GA,16.0,android
204405,GA,14.0,ios
204406,GA,15.0,android
204407,GA,21.0,ios
204408,GA,18.0,android
204409,GA,24.0,ios
204434,UT,51.0,android
204435,UT,28.0,ios
204436,UT,44.0,android
204437,UT,28.0,ios
204438,UT,45.0,android
204439,UT,18.0,ios
204506,UT,7.0,android
204507,UT,8.0,ios
204508,UT,9.0,android
204509,UT,8.0,ios
204510,UT,4.0,android
204511,UT,9.0,ios
204596,UT,37.0,android
204597,UT,14.0,ios
204598,UT,29.0,android
204599,UT,14.0,ios
204600,UT,49.0,android
204601,UT,22.0,ios
204630,UT,9.0,android
204631,UT,0.0,ios
204632,UT,11.0,android
204633,UT,4.0,ios
204634,UT,4.0,android
204635,UT,4.0,ios
204673,GA,28.0,android
204674,GA,15.0,ios
204675,GA,17.0,android
204676,GA,17.0,ios
204677,GA,21.0,android
204678,GA,18.0,ios
204736,UT,5.0,android
204737,UT,0.0,ios
204738,UT,5.0,android
204739,UT,0.0,ios
204740,UT,4.0,android
204741,UT,0.0,ios
204889,UT,23.0,android
204890,UT,32.0,ios
204891,UT,22.0,android
204892,UT,42.0,ios
204893,UT,20.0,android
204894,UT,41.0,ios
204935,UT,20.0,android
204936,UT,16.0,ios
204937,UT,21.0,android
204938,UT,22.0,ios
204939,UT,25.0,android
204940,UT,15.0,ios
204941,UT,36.0,android
204942,UT,15.0,ios
204943,UT,35.0,android
204944,UT,23.0,ios
204945,UT,26.0,android
204946,UT,25.0,ios
205102,UT,22.0,android
205103,UT,35.0,ios
205104,UT,27.0,android
205105,UT,37.0,ios
205106,UT,22.0,android
205107,UT,22.0,ios
205120,UT,13.0,android
205121,UT,23.0,ios
205122,UT,23.0,android
205123,UT,29.0,ios
205124,UT,14.0,android
205125,UT,24.0,ios
205179,UT,36.0,android
205180,UT,27.0,ios
205181,UT,30.0,android
205182,UT,27.0,ios
205183,UT,27.0,android
205184,UT,18.0,ios
205185,GA,23.0,android
205186,GA,19.0,ios
205187,GA,29.0,android
205188,GA,27.0,ios
205189,GA,23.0,android
205190,GA,28.0,ios
205222,UT,168.0,android
205223,UT,70.0,ios
205224,UT,139.0,android
205225,UT,76.0,ios
205226,UT,122.0,android
205227,UT,67.0,ios
205246,UT,12.0,android
205247,UT,6.0,ios
205248,UT,11.0,android
205249,UT,4.0,ios
205250,UT,7.0,android
205251,UT,8.0,ios
205252,UT,0.0,android
205253,UT,4.0,ios
205254,UT,4.0,android
205255,UT,6.0,ios
205256,UT,4.0,android
205257,UT,4.0,ios
205321,UT,27.0,android
205322,UT,37.0,ios
205323,UT,37.0,android
205324,UT,36.0,ios
205325,UT,38.0,android
205326,UT,23.0,ios
205340,UT,26.0,android
205341,UT,10.0,ios
205342,UT,16.0,android
205343,UT,8.0,ios
205344,UT,20.0,android
205345,UT,12.0,ios
205382,UT,14.0,android
205383,UT,19.0,ios
205384,UT,19.0,android
205385,UT,18.0,ios
205386,UT,23.0,android
205387,UT,20.0,ios
205461,UT,4.0,android
205462,UT,4.0,ios
205463,UT,0.0,android
205464,UT,0.0,ios
205465,UT,0.0,android
205466,UT,4.0,ios
205515,UT,24.0,android
205516,UT,13.0,ios
205517,UT,19.0,android
205518,UT,24.0,ios
205519,UT,15.0,android
205520,UT,19.0,ios
205527,UT,27.0,android
205528,UT,10.0,ios
205529,UT,25.0,android
205530,UT,19.0,ios
205531,UT,16.0,android
205532,UT,13.0,ios
205603,UT,44.0,android
205604,UT,25.0,ios
205605,UT,41.0,android
205606,UT,34.0,ios
205607,UT,44.0,android
205608,UT,35.0,ios
205669,UT,73.0,android
205670,UT,39.0,ios
205671,UT,57.0,android
205672,UT,47.0,ios
205673,UT,60.0,android
205674,UT,52.0,ios
205856,UT,43.0,android
205857,UT,18.0,ios
205858,UT,62.0,android
205859,UT,36.0,ios
205860,UT,59.0,android
205861,UT,32.0,ios
206088,UT,39.0,android
206089,UT,39.0,ios
206090,UT,50.0,android
206091,UT,47.0,ios
206092,UT,47.0,android
206093,UT,40.0,ios
206123,UT,,
206134,UT,62.0,android
206135,UT,45.0,ios
206136,UT,55.0,android
206137,UT,52.0,ios
206138,UT,52.0,android
206139,UT,50.0,ios
206172,UT,9.0,android
206173,UT,25.0,ios
206174,UT,7.0,android
206175,UT,27.0,ios
206176,UT,13.0,android
206177,UT,29.0,ios
206196,UT,0.0,android
206197,UT,4.0,ios
206198,UT,7.0,android
206199,UT,4.0,ios
206200,UT,4.0,android
206201,UT,4.0,ios
206202,UT,21.0,android
206203,UT,21.0,ios
206204,UT,21.0,android
206205,UT,18.0,ios
206206,UT,15.0,android
206207,UT,25.0,ios
206238,UT,34.0,android
206239,UT,25.0,ios
206240,UT,56.0,android
206241,UT,30.0,ios
206242,UT,49.0,android
206243,UT,38.0,ios
206269,UT,32.0,android
206270,UT,24.0,ios
206271,UT,31.0,android
206272,UT,34.0,ios
206273,UT,36.0,android
206274,UT,33.0,ios
206299,UT,0.0,android
206300,UT,0.0,ios
206301,UT,0.0,android
206302,UT,0.0,ios
206303,UT,4.0,android
206304,UT,0.0,ios
206324,UT,23.0,android
206325,UT,17.0,ios
206326,UT,35.0,android
206327,UT,17.0,ios
206328,UT,34.0,android
206329,UT,25.0,ios
206330,UT,14.0,android
206331,UT,9.0,ios
206332,UT,16.0,android
206333,UT,8.0,ios
206334,UT,5.0,android
206335,UT,10.0,ios
206366,UT,12.0,android
206367,UT,6.0,ios
206368,UT,5.0,android
206369,UT,0.0,ios
206370,UT,5.0,android
206371,UT,7.0,ios
206372,UT,19.0,android
206373,UT,21.0,ios
206374,UT,23.0,android
206375,UT,20.0,ios
206376,UT,27.0,android
206377,UT,14.0,ios
206507,UT,7.0,android
206508,UT,17.0,ios
206509,UT,7.0,android
206510,UT,9.0,ios
206511,UT,4.0,android
206512,UT,9.0,ios
206628,UT,4.0,android
206629,UT,13.0,ios
206630,UT,4.0,android
206631,UT,14.0,ios
206632,UT,6.0,android
206633,UT,7.0,ios
206716,UT,25.0,android
206717,UT,0.0,ios
206718,UT,12.0,android
206719,UT,13.0,ios
206720,UT,34.0,android
206721,UT,19.0,ios
206732,UT,0.0,android
206733,UT,0.0,ios
206734,UT,0.0,android
206735,UT,4.0,ios
206736,UT,4.0,android
206737,UT,5.0,ios
206778,UT,85.0,android
206779,UT,48.0,ios
206780,UT,103.0,android
206781,UT,49.0,ios
206782,UT,87.0,android
206783,UT,45.0,ios
206840,UT,14.0,android
206841,UT,27.0,ios
206842,UT,22.0,android
206843,UT,23.0,ios
206844,UT,14.0,android
206845,UT,28.0,ios
206909,UT,47.0,android
206910,UT,24.0,ios
206911,UT,66.0,android
206912,UT,25.0,ios
206913,UT,69.0,android
206914,UT,35.0,ios
206944,UT,58.0,android
206945,UT,48.0,ios
206946,UT,61.0,android
206947,UT,43.0,ios
206948,UT,67.0,android
206949,UT,47.0,ios
206986,UT,49.0,android
206987,UT,26.0,ios
206988,UT,35.0,android
206989,UT,38.0,ios
206990,UT,62.0,android
206991,UT,37.0,ios
207108,UT,43.0,android
207109,UT,33.0,ios
207110,UT,52.0,android
207111,UT,26.0,ios
207112,UT,4.0,android
207113,UT,0.0,ios
207139,UT,9.0,android
207140,UT,4.0,ios
207141,UT,13.0,android
207142,UT,0.0,ios
207143,UT,14.0,android
207144,UT,6.0,ios
207596,UT,4.0,android
207597,UT,4.0,ios
207598,UT,4.0,android
207599,UT,0.0,ios
207600,UT,0.0,android
207601,UT,0.0,ios
207620,UT,0.0,android
207621,UT,0.0,ios
207622,UT,32.0,android
207623,UT,13.0,ios
207624,UT,16.0,android
207625,UT,21.0,ios
207626,UT,25.0,android
207627,UT,13.0,ios
207640,UT,33.0,android
207641,UT,34.0,ios
207642,UT,34.0,android
207643,UT,32.0,ios
207644,UT,35.0,android
207645,UT,39.0,ios
207700,GA,29.0,android
207701,GA,36.0,ios
207702,GA,20.0,android
207703,GA,27.0,ios
207704,GA,23.0,android
207705,GA,31.0,ios
207826,GA,12.0,android
207827,GA,10.0,ios
207828,GA,7.0,android
207829,GA,16.0,ios
207830,GA,8.0,android
207831,GA,7.0,ios
207838,UT,23.0,android
207839,UT,17.0,ios
207840,UT,26.0,android
207841,UT,24.0,ios
207842,UT,34.0,android
207843,UT,24.0,ios
207894,UT,41.0,android
207895,UT,17.0,ios
207896,UT,40.0,android
207897,UT,17.0,ios
207898,UT,23.0,android
207899,UT,22.0,ios
207912,UT,17.0,android
207913,UT,13.0,ios
207914,UT,12.0,android
207915,UT,13.0,ios
207916,UT,4.0,android
207917,UT,0.0,ios
207918,UT,43.0,android
207919,UT,39.0,ios
207920,UT,37.0,android
207921,UT,42.0,ios
207922,UT,33.0,android
207923,UT,46.0,ios
207951,UT,,
208136,UT,20.0,android
208137,UT,13.0,ios
208138,UT,17.0,android
208139,UT,14.0,ios
208140,UT,12.0,android
208141,UT,10.0,ios
208190,UT,31.0,android
208191,UT,42.0,ios
208192,UT,16.0,android
208193,UT,15.0,ios
208194,UT,28.0,android
208195,UT,23.0,ios
208214,UT,10.0,android
208215,UT,0.0,ios
208216,UT,7.0,android
208217,UT,4.0,ios
208218,UT,17.0,android
208219,UT,4.0,ios
208334,UT,31.0,android
208335,UT,17.0,ios
208336,UT,23.0,android
208337,UT,17.0,ios
208338,UT,31.0,android
208339,UT,26.0,ios
208426,UT,26.0,android
208427,UT,35.0,ios
208428,UT,37.0,android
208429,UT,30.0,ios
208430,UT,22.0,android
208431,UT,40.0,ios
208445,UT,12.0,android
208446,UT,8.0,ios
208447,UT,18.0,android
208448,UT,6.0,ios
208449,UT,16.0,android
208450,UT,0.0,ios
208591,UT,50.0,android
208592,UT,35.0,ios
208593,UT,76.0,android
208594,UT,32.0,ios
208595,UT,35.0,android
208596,UT,44.0,ios
208707,UT,30.0,android
208708,UT,25.0,ios
208709,UT,29.0,android
208710,UT,22.0,ios
208711,UT,36.0,android
208712,UT,17.0,ios
208734,UT,32.0,android
208735,UT,19.0,ios
208736,UT,23.0,android
208737,UT,26.0,ios
208738,UT,32.0,android
208739,UT,20.0,ios
208746,UT,8.0,android
208747,UT,17.0,ios
208748,UT,9.0,android
208749,UT,13.0,ios
208750,UT,19.0,android
208751,UT,11.0,ios
208901,UT,,
208920,GA,20.0,android
208921,GA,5.0,ios
208922,GA,26.0,android
208923,GA,4.0,ios
208924,GA,4.0,android
208925,GA,4.0,ios
208968,GA,22.0,android
208969,GA,15.0,ios
208970,GA,17.0,android
208971,GA,21.0,ios
208972,GA,22.0,android
208973,GA,26.0,ios
209104,UT,51.0,android
209105,UT,21.0,ios
209106,UT,58.0,android
209107,UT,23.0,ios
209108,UT,33.0,android
209109,UT,22.0,ios
209174,UT,27.0,android
209175,UT,22.0,ios
209176,UT,21.0,android
209177,UT,24.0,ios
209178,UT,24.0,android
209179,UT,14.0,ios
209282,UT,14.0,android
209283,UT,18.0,ios
209284,UT,8.0,android
209285,UT,18.0,ios
209286,UT,11.0,android
209287,UT,24.0,ios
209294,UT,0.0,android
209295,UT,0.0,ios
209296,UT,4.0,android
209297,UT,0.0,ios
209298,UT,0.0,android
209299,UT,0.0,ios
209355,UT,48.0,android
209356,UT,28.0,ios
209357,UT,68.0,android
209358,UT,47.0,ios
209359,UT,51.0,android
209360,UT,25.0,ios
209459,UT,29.0,android
209460,UT,11.0,ios
209461,UT,29.0,android
209462,UT,15.0,ios
209463,UT,32.0,android
209464,UT,19.0,ios
209481,UT,17.0,android
209482,UT,11.0,ios
209483,UT,20.0,android
209484,UT,8.0,ios
209485,UT,21.0,android
209486,UT,19.0,ios
209511,UT,29.0,android
209512,UT,22.0,ios
209513,UT,24.0,android
209514,UT,21.0,ios
209515,UT,21.0,android
209516,UT,19.0,ios
209626,UT,24.0,android
209627,UT,42.0,ios
209628,UT,10.0,android
209629,UT,32.0,ios
209630,UT,13.0,android
209631,UT,26.0,ios
209685,UT,4.0,android
209686,UT,0.0,ios
209687,UT,0.0,android
209688,UT,0.0,ios
209824,UT,57.0,android
209825,UT,47.0,ios
209826,UT,72.0,android
209827,UT,54.0,ios
209828,UT,47.0,android
209829,UT,39.0,ios
209870,UT,17.0,android
209871,UT,10.0,ios
209872,UT,12.0,android
209873,UT,14.0,ios
209874,UT,5.0,android
209875,UT,16.0,ios
209914,UT,4.0,android
209915,UT,4.0,ios
209916,UT,6.0,android
209917,UT,4.0,ios
209918,UT,0.0,android
209919,UT,4.0,ios
210062,UT,12.0,android
210063,UT,10.0,ios
210064,UT,16.0,android
210065,UT,11.0,ios
210066,UT,9.0,android
210067,UT,9.0,ios
210132,UT,14.0,android
210133,UT,27.0,ios
210134,UT,4.0,android
210135,UT,20.0,ios
210136,UT,6.0,android
210137,UT,23.0,ios
210162,UT,24.0,android
210163,UT,25.0,ios
210164,UT,22.0,android
210165,UT,29.0,ios
210166,UT,42.0,android
210167,UT,38.0,ios
210285,UT,5.0,android
210286,UT,6.0,ios
210287,UT,7.0,android
210288,UT,4.0,ios
210289,UT,0.0,android
210290,UT,4.0,ios
210303,UT,33.0,android
210304,UT,24.0,ios
210305,UT,8.0,android
210306,UT,30.0,ios
210307,UT,18.0,android
210308,UT,25.0,ios
210316,UT,27.0,android
210317,UT,23.0,ios
210318,UT,22.0,android
210319,UT,25.0,ios
210320,UT,16.0,android
210321,UT,9.0,ios
210334,UT,14.0,android
210335,UT,18.0,ios
210336,UT,19.0,android
210337,UT,12.0,ios
210338,UT,16.0,android
210339,UT,30.0,ios
210420,UT,22.0,android
210421,UT,9.0,ios
210422,UT,23.0,android
210423,UT,20.0,ios
210424,UT,29.0,android
210425,UT,18.0,ios
210426,GA,9.0,android
210427,GA,21.0,ios
210428,GA,10.0,android
210429,GA,19.0,ios
210430,GA,4.0,android
210431,GA,14.0,ios
210548,UT,30.0,android
210549,UT,18.0,ios
210550,UT,26.0,android
210551,UT,19.0,ios
210552,UT,20.0,android
210553,UT,22.0,ios
210620,UT,9.0,android
210621,UT,16.0,ios
210622,UT,8.0,android
210623,UT,10.0,ios
210624,UT,15.0,android
210625,UT,21.0,ios
210687,UT,24.0,android
210688,UT,11.0,ios
210689,UT,21.0,android
210690,UT,11.0,ios
210691,UT,30.0,android
210692,UT,17.0,ios
210717,UT,22.0,android
210718,UT,10.0,ios
210719,UT,23.0,android
210720,UT,9.0,ios
210721,UT,21.0,android
210722,UT,6.0,ios
210929,UT,7.0,android
210930,UT,14.0,ios
210931,UT,10.0,android
210932,UT,13.0,ios
210933,UT,5.0,android
210934,UT,13.0,ios
210984,UT,47.0,android
210985,UT,45.0,ios
210986,UT,47.0,android
210987,UT,40.0,ios
210988,UT,36.0,android
210989,UT,38.0,ios
211125,UT,25.0,android
211126,UT,13.0,ios
211127,UT,29.0,android
211128,UT,18.0,ios
211129,UT,20.0,android
211130,UT,14.0,ios
211133,UT,18.0,android
211134,UT,28.0,ios
211135,UT,14.0,android
211136,UT,37.0,ios
211137,UT,12.0,android
211138,UT,26.0,ios
211354,UT,4.0,android
211355,UT,0.0,ios
211356,UT,5.0,android
211357,UT,6.0,ios
211358,UT,4.0,android
211359,UT,4.0,ios
211360,UT,33.0,android
211361,UT,15.0,ios
211362,UT,29.0,android
211363,UT,18.0,ios
211364,UT,38.0,android
211365,UT,21.0,ios
211378,UT,8.0,android
211379,UT,4.0,ios
211380,UT,8.0,android
211381,UT,6.0,ios
211382,UT,20.0,android
211383,UT,10.0,ios
211409,UT,26.0,android
211410,UT,26.0,ios
211411,UT,21.0,android
211412,UT,28.0,ios
211413,UT,25.0,android
211414,UT,29.0,ios
211558,GA,9.0,android
211559,GA,4.0,ios
211560,GA,4.0,android
211561,GA,0.0,ios
211562,GA,8.0,android
211563,GA,4.0,ios
211701,UT,26.0,android
211702,UT,29.0,ios
211703,UT,34.0,android
211704,UT,37.0,ios
211705,UT,26.0,android
211706,UT,35.0,ios
211769,UT,46.0,android
211770,UT,37.0,ios
211771,UT,49.0,android
211772,UT,35.0,ios
211773,UT,47.0,android
211774,UT,26.0,ios
211781,UT,43.0,android
211782,UT,43.0,ios
211783,UT,41.0,android
211784,UT,39.0,ios
211785,UT,40.0,android
211786,UT,48.0,ios
211842,UT,14.0,android
211843,UT,4.0,ios
211844,UT,8.0,android
211845,UT,4.0,ios
211846,UT,5.0,android
211847,UT,7.0,ios
211917,UT,18.0,android
211918,UT,11.0,ios
211919,UT,8.0,android
211920,UT,19.0,ios
211921,UT,15.0,android
211922,UT,4.0,ios
211929,UT,48.0,android
211930,UT,33.0,ios
211931,UT,52.0,android
211932,UT,36.0,ios
211933,UT,47.0,android
211934,UT,52.0,ios
212019,UT,40.0,android
212020,UT,37.0,ios
212021,UT,27.0,android
212022,UT,28.0,ios
212023,UT,34.0,android
212024,UT,34.0,ios
212067,GA,17.0,android
212068,GA,14.0,ios
212069,GA,21.0,android
212070,GA,16.0,ios
212071,GA,8.0,android
212072,GA,21.0,ios
212079,UT,8.0,android
212080,UT,8.0,ios
212081,UT,5.0,android
212082,UT,6.0,ios
212083,UT,5.0,android
212084,UT,5.0,ios
212085,UT,14.0,android
212086,UT,9.0,ios
212087,UT,19.0,android
212088,UT,6.0,ios
212089,UT,12.0,android
212090,UT,11.0,ios
212285,UT,32.0,android
212286,UT,25.0,ios
212287,UT,35.0,android
212288,UT,28.0,ios
212289,UT,46.0,android
212290,UT,27.0,ios
212362,UT,55.0,android
212363,UT,50.0,ios
212364,UT,64.0,android
212365,UT,44.0,ios
212366,UT,68.0,android
212367,UT,44.0,ios
212433,UT,20.0,android
212434,UT,19.0,ios
212435,UT,19.0,android
212436,UT,14.0,ios
212437,UT,16.0,android
212438,UT,13.0,ios
212557,UT,27.0,android
212558,UT,27.0,ios
212559,UT,41.0,android
212560,UT,34.0,ios
212561,UT,31.0,android
212562,UT,20.0,ios
212639,GA,12.0,android
212640,GA,35.0,ios
212641,GA,8.0,android
212642,GA,43.0,ios
212643,GA,13.0,android
212644,GA,35.0,ios
212719,UT,22.0,android
212720,UT,23.0,ios
212721,UT,24.0,android
212722,UT,30.0,ios
212723,UT,5.0,android
212724,UT,4.0,ios
212768,UT,52.0,android
212769,UT,22.0,ios
212770,UT,45.0,android
212771,UT,22.0,ios
212772,UT,44.0,android
212773,UT,30.0,ios
212812,UT,88.0,android
212813,UT,84.0,ios
212814,UT,85.0,android
212815,UT,104.0,ios
212816,UT,73.0,android
212817,UT,86.0,ios
212834,UT,13.0,android
212835,UT,10.0,ios
212836,UT,9.0,android
212837,UT,9.0,ios
212838,UT,20.0,android
212839,UT,15.0,ios
212972,UT,23.0,android
212973,UT,16.0,ios
212974,UT,38.0,android
212975,UT,20.0,ios
212976,UT,23.0,android
212977,UT,21.0,ios
212984,UT,51.0,android
212985,UT,58.0,ios
212986,UT,52.0,android
212987,UT,50.0,ios
212988,UT,53.0,android
212989,UT,70.0,ios
213084,UT,4.0,android
213085,UT,19.0,ios
213086,UT,8.0,android
213087,UT,19.0,ios
213088,UT,10.0,android
213089,UT,16.0,ios
213102,UT,34.0,android
213103,UT,34.0,ios
213104,UT,26.0,android
213105,UT,23.0,ios
213106,UT,26.0,android
213107,UT,35.0,ios
213114,UT,27.0,android
213115,UT,17.0,ios
213116,UT,36.0,android
213117,UT,22.0,ios
213118,UT,26.0,android
213119,UT,25.0,ios
213160,UT,27.0,android
213161,UT,22.0,ios
213162,UT,26.0,android
213163,UT,24.0,ios
213164,UT,19.0,android
213165,UT,18.0,ios
213215,UT,0.0,android
213216,UT,4.0,ios
213263,GA,6.0,android
213264,GA,4.0,ios
213265,GA,4.0,android
213266,GA,0.0,ios
213267,GA,5.0,android
213268,GA,6.0,ios
213347,UT,46.0,android
213348,UT,30.0,ios
213349,UT,36.0,android
213350,UT,26.0,ios
213351,UT,60.0,android
213352,UT,33.0,ios
213374,UT,34.0,android
213375,UT,51.0,ios
213376,UT,29.0,android
213377,UT,38.0,ios
213378,UT,30.0,android
213379,UT,47.0,ios
213406,UT,101.0,android
213407,UT,52.0,ios
213408,UT,93.0,android
213409,UT,34.0,ios
213410,UT,75.0,android
213411,UT,40.0,ios
213530,UT,19.0,android
213531,UT,39.0,ios
213532,UT,28.0,android
213533,UT,29.0,ios
213534,UT,20.0,android
213535,UT,38.0,ios
213573,GA,15.0,android
213574,GA,14.0,ios
213575,GA,10.0,android
213576,GA,19.0,ios
213577,GA,7.0,android
213578,GA,12.0,ios
213710,GA,6.0,android
213711,GA,0.0,ios
213712,GA,8.0,android
213713,GA,0.0,ios
213714,GA,5.0,android
213715,GA,4.0,ios
213722,UT,5.0,android
213723,UT,4.0,ios
213724,UT,4.0,android
213725,UT,4.0,ios
213726,UT,4.0,android
213727,UT,0.0,ios
213728,UT,28.0,android
213729,UT,39.0,ios
213730,UT,32.0,android
213731,UT,45.0,ios
213732,UT,33.0,android
213733,UT,54.0,ios
213771,UT,47.0,android
213772,UT,28.0,ios
213773,UT,51.0,android
213774,UT,41.0,ios
213775,UT,47.0,android
213776,UT,44.0,ios
213819,UT,14.0,android
213820,UT,4.0,ios
213821,UT,10.0,android
213822,UT,4.0,ios
213823,UT,4.0,android
213824,UT,4.0,ios
213831,GA,10.0,android
213832,GA,11.0,ios
213833,GA,0.0,android
213834,GA,13.0,ios
213835,GA,5.0,android
213836,GA,8.0,ios
